TIMESTAMP,W_10uheightAboveGround_10,W_10vheightAboveGround_10,W_2rheightAboveGround_2,W_2shheightAboveGround_2,W_2theightAboveGround_2,W_SUNSDsurface_0,W_aptmpheightAboveGround_2,W_dlwrfsurface_0,W_dswrfsurface_0,W_gustsurface_0,W_msletmeanSea_0,W_presheightAboveGround_80,W_pwatatmosphereSingleLayer_0,W_qheightAboveGround_80,W_spsurface_0,W_tccatmosphere_0,W_theightAboveGround_80,W_tmaxheightAboveGround_2,W_tminheightAboveGround_2,W_tozneatmosphereSingleLayer_0,W_tpsurface_0,W_tsurface_0,W_uheightAboveGround_80,W_vheightAboveGround_80,SG_TOTAL_KWH_ENERGIA,GI_TOTAL_KWH_ENERGIA
2023-08-13 01:00:00,6.749369766655132e-10,-9.32363962983783e-10,2.4249399913455864e-08,5.571778654858294e-12,2.3456140698033806e-07,0.0,2.3436326403555735e-07,2.8157154776403886e-07,0.0,2.2018684759198425e-09,7.935559032316881e-05,7.322749317549915e-05,1.7466604049895455e-08,5.531374209009031e-12,7.389012904230839e-05,5.645642749893923e-09,2.359576386170079e-07,2.3508409577535606e-07,2.3445590738975705e-07,2.319237957665804e-07,0.0,2.325321478021075e-07,8.367216056682037e-10,-1.5268327880931361e-09,0.0,74.80879211425781
2023-08-13 02:00:00,-1.0784523539961365e-09,-6.296461466435917e-10,2.5631989593530476e-08,5.707945152265016e-12,2.3413436462395633e-07,0.0,2.3402996428782236e-07,2.811027070001525e-07,0.0,2.1823365792700476e-09,7.934575449775814e-05,7.320470463210292e-05,1.7053052484196343e-08,5.603412965967709e-12,7.386790151848495e-05,3.2680110898290357e-09,2.3560291568086624e-07,2.3519019607571257e-07,2.3389083057278994e-07,2.3277277208732813e-07,0.0,2.3211233688121441e-07,-1.6610161127023994e-09,-9.33288551280292e-10,0.0,74.80879211425781
2023-08-13 03:00:00,-1.2734718491899736e-09,1.078173358498769e-09,2.8578818655362053e-08,6.0413344614876766e-12,2.334838463318294e-07,0.0,2.3337370599121931e-07,2.794873721497334e-07,0.0,2.565475331996545e-09,7.934897530540279e-05,7.319603964281962e-05,1.7493999822455724e-08,6.008219678314909e-12,7.38617372037199e-05,3.372847916870823e-11,2.3466454135754163e-07,2.3519019607571257e-07,2.3330919397747443e-07,2.3502317408287735e-07,0.0,2.314233978769124e-07,-1.6282954943344713e-09,1.6686623995010383e-09,0.0,74.80879211425781
2023-08-13 04:00:00,-1.2106562227692133e-09,1.5187472104504064e-09,3.274431414282659e-08,6.465318760333016e-12,2.3255595050270785e-07,0.0,2.3256263266453317e-07,2.779584824148049e-07,0.0,2.60286563145808e-09,7.935394547231404e-05,7.318999734238146e-05,1.7995807985302535e-08,6.445173945330085e-12,7.385812740773272e-05,0.0,2.3362058722862365e-07,2.3520565717139478e-07,2.32550594505435e-07,2.3645705205278417e-07,0.0,2.3075925829918526e-07,-1.4033130758857795e-09,2.3616444479635503e-09,0.0,74.80879211425781
2023-08-13 05:00:00,-1.8027067019385311e-09,1.6020111075242457e-09,4.0812472547615674e-08,7.554993129953864e-12,2.3176096399015992e-07,0.0,2.3174449417136914e-07,2.765425135471927e-07,0.0,2.9205303921290842e-09,7.93909473268602e-05,7.321243898513766e-05,1.8572278271234576e-08,7.542773345949757e-12,7.388317247387403e-05,0.0,2.3252756523462218e-07,2.351990446385072e-07,2.317839128828838e-07,2.3684847628459932e-07,0.0,2.3025403600146938e-07,-2.104396347829745e-09,2.5631014678846404e-09,0.0,74.80879211425781
2023-08-13 06:00:00,-2.231969430089156e-09,1.2582844820071792e-09,4.7899004677022316e-08,8.668602788843215e-12,2.315302543814801e-07,1.4871607615083663e-06,2.3151614063715213e-07,2.754756464921728e-07,1.4820180207120487e-09,3.6075440187432983e-09,7.943880908684676e-05,7.324746314605556e-05,1.905178055333057e-08,8.562666581030666e-12,7.39212637928956e-05,2.6282037038735354e-11,2.3168891608392915e-07,2.3518956540061057e-07,2.3131946857816813e-07,2.3602172822689793e-07,0.0,2.3102168767928818e-07,-2.755039644471412e-09,2.365789184149665e-09,0.0,74.80879211425781
2023-08-13 07:00:00,-2.408012193452944e-09,1.7905844294749203e-09,4.5059657364909583e-08,8.956019312203153e-12,2.3270233180565097e-07,2.818085692112304e-06,2.3271490038139568e-07,2.741235562465111e-07,1.1004015939836777e-07,3.5713928302882687e-09,7.944797050504756e-05,7.3278401184011e-05,1.8944642212503808e-08,8.866887075877509e-12,7.395073389667779e-05,5.8404526752745235e-12,2.3178608235050955e-07,2.3270233180565097e-07,2.316376169947172e-07,2.345073102301754e-07,0.0,2.3473292186712962e-07,-2.7352600040976695e-09,2.292861316170543e-09,0.0599999999976716,72.33221435546875
2023-08-13 08:00:00,-1.8604284178275205e-09,2.1483996518506206e-09,3.8391522387175475e-08,8.618408459189602e-12,2.3421862410548014e-07,5.636171384224608e-06,2.3422218647206608e-07,2.7751872708563826e-07,1.857506036636903e-07,2.871416660596584e-09,7.940687490857398e-05,7.327904848935447e-05,1.8928169230468344e-08,8.509699554292154e-12,7.394711991756338e-05,5.8404526752745235e-12,2.3298739256409224e-07,2.342504456071146e-07,2.3161036992867608e-07,2.339856401998978e-07,0.0,2.394761040798974e-07,-2.0308352776602167e-09,2.455084641683649e-09,1.069999999977881,64.29557800292969
2023-08-13 09:00:00,-1.1252153715394073e-09,2.3536638909044274e-09,3.118239518124051e-08,7.966907797292246e-12,2.3593662578744867e-07,8.45425707633691e-06,2.3563934258263922e-07,2.816201840353873e-07,2.610686828606528e-07,2.7662845331278915e-09,7.93563180086036e-05,7.327089561880467e-05,1.9223921074384483e-08,7.86321792353358e-12,7.393555447001922e-05,4.672362140219619e-11,2.3447258365740163e-07,2.3592115132331145e-07,2.3162738285783484e-07,2.3430700808634316e-07,0.0,2.445028736656726e-07,-1.195566641793614e-09,2.6249446710029083e-09,8.809999999997672,41.43889617919922
2023-08-13 10:00:00,-5.630021672934186e-10,2.4460479225523713e-09,2.539905310824476e-08,7.375926639335499e-12,2.3764418719834457e-07,1.1272342768449215e-05,2.368073081763582e-07,2.8603016282200734e-07,3.313867451446753e-07,3.0229738910816207e-09,7.928286349939359e-05,7.324000250972685e-05,1.9141579563592375e-08,7.272694334136554e-12,7.390020558059384e-05,1.620483901554413e-10,2.36074405486636e-07,2.3763509018778245e-07,2.3161036992867608e-07,2.337636944221288e-07,0.0,2.490255345394735e-07,-5.947596300213735e-10,2.744058830735319e-09,23.0,41.34309387207031
2023-08-13 11:00:00,3.2939054787947644e-10,2.767385824596497e-09,2.1040347208116885e-08,6.867405199951184e-12,2.391894559442439e-07,1.4090428460561519e-05,2.3808083677550124e-07,2.903520281789248e-07,3.935552012064026e-07,3.903471123764151e-09,7.920690550749551e-05,7.320234362076492e-05,1.9249422098803605e-08,6.759994719183494e-12,7.385855582061654e-05,1.5993225709282372e-10,2.374554615410157e-07,2.391974540512192e-07,2.3162740196920158e-07,2.3290778864891867e-07,0.0,2.523042245259753e-07,3.2628488070824823e-10,3.117701798826534e-09,11.580000000016298,41.970184326171875
2023-08-13 12:00:00,1.5853675019570356e-09,2.8397056862737403e-09,1.7584462919303763e-08,6.325984822711798e-12,2.4050427316064245e-07,1.690851415267382e-05,2.3911006958754585e-07,2.9430216589731663e-07,4.449765568522772e-07,4.7014903589131335e-09,7.912420353042615e-05,7.315309216694764e-05,1.969565796046154e-08,6.212129432256364e-12,7.380580369213266e-05,2.753213155603061e-10,2.385837617345933e-07,2.4053889033460195e-07,2.3160558703056307e-07,2.33705345567139e-07,0.0,2.538291076165045e-07,1.6786672779887772e-09,3.2931495322901034e-09,12.679999999993017,43.80509185791016
2023-08-13 13:00:00,2.5109515553745684e-09,2.138131488981408e-09,1.5448003321917957e-08,5.936464681485405e-12,2.4144150600549585e-07,2.818085692112304e-06,2.3992285506952603e-07,3.1731878100650533e-07,7.169787540641489e-07,4.9866623026506475e-09,7.903797908679811e-05,7.30924273027174e-05,1.9900433594964643e-08,5.825155539418691e-12,7.374274132817367e-05,0.0,2.39557930931691e-07,2.414542018010935e-07,2.4053033021839604e-07,2.343895650002572e-07,0.0,2.5466540544922953e-07,2.680358938407636e-09,2.626806741517313e-09,12.39000000001397,43.80509185791016
2023-08-13 14:00:00,3.324441585592676e-09,1.8140412216248236e-09,1.403987762836005e-08,5.686507905320862e-12,2.421735858907577e-07,5.636171384224608e-06,2.406035953366703e-07,3.1845545523680827e-07,7.016643372625511e-07,5.11174105234913e-09,7.896074442451262e-05,7.303630251136677e-05,2.0169195365561298e-08,5.574950491946751e-12,7.368364508924391e-05,0.0,2.40262878823754e-07,2.4217959077308465e-07,2.405695102827009e-07,2.3579894457241967e-07,0.0,2.5392003042643047e-07,3.6221850614349828e-09,2.3409259297025247e-09,12.25,43.93208312988281
2023-08-13 15:00:00,4.1049110254276064e-09,2.1803869124966e-09,1.270575165177913e-08,5.355631344376485e-12,2.4273349886268346e-07,8.45425707633691e-06,2.4099234382915226e-07,3.1887611266168836e-07,6.718703812388294e-07,5.5387549668540156e-09,7.888879275168601e-05,7.297689440084931e-05,1.9701905543015375e-08,5.241257764884766e-12,7.362231995084152e-05,0.0,2.408796668829741e-07,2.427751721413029e-07,2.405676182573949e-07,2.363975819374205e-07,0.0,2.5207389663589824e-07,4.6007876051750945e-09,2.6949904649804445e-09,12.35999999998603,44.21919250488281
2023-08-13 16:00:00,5.030910722512682e-09,2.8071212009438095e-09,1.1282443043580461e-08,4.775236675055224e-12,2.4269453728587357e-07,1.1272342768449215e-05,2.408267618001312e-07,3.182567980252559e-07,6.293913038472856e-07,5.906591552472803e-09,7.884072612849022e-05,7.293421545306633e-05,1.8184064853639526e-08,4.6766166492819874e-12,7.357993719499536e-05,0.0,2.410921834181927e-07,2.4286492917012835e-07,2.405676182573949e-07,2.368403684109497e-07,0.0,2.489499845905245e-07,5.743357942207204e-09,3.3694094947902553e-09,12.679999999993017,43.87203598022461
2023-08-13 17:00:00,5.212586792451574e-09,2.9989519302723645e-09,9.86420742468682e-09,4.015153443056306e-12,2.4219261819919493e-07,1.4090428460561519e-05,2.401522154657375e-07,3.161399746967987e-07,5.764793738533354e-07,6.13554593140483e-09,7.881618230002394e-05,7.290582109562143e-05,1.57284704021197e-08,3.929519248892036e-12,7.355110928501352e-05,1.2556973251840224e-10,2.409197857622425e-07,2.4286116365738013e-07,2.405676182573949e-07,2.37715194542731e-07,0.0,2.454587159106333e-07,6.117356922511207e-09,3.678330340845478e-09,12.340000000025611,43.87203598022461
2023-08-13 18:00:00,4.683228985389986e-09,2.8726167307205583e-09,8.601084827998728e-09,3.32112099655062e-12,2.414829527486912e-07,1.690851415267382e-05,2.393988265488958e-07,3.1294140006540004e-07,5.158927306019802e-07,6.171641435703568e-09,7.88301318592534e-05,7.290646385676414e-05,1.3698071495612451e-08,3.196494528485113e-12,7.355288549449563e-05,5.144989052540645e-10,2.407601771188661e-07,2.428944895806306e-07,2.405676182573949e-07,2.383353114595631e-07,0.0,2.417995756349469e-07,5.926627419721838e-09,3.654813781975955e-09,11.769999999989524,44.94156646728515
2023-08-13 19:00:00,3.979684062866334e-09,2.1599063086805623e-09,8.863886367725602e-09,2.909598232734534e-12,2.392988937902798e-07,2.818085692112304e-06,2.3746480422225895e-07,2.850005724597691e-07,6.584167375375096e-08,7.612335694591155e-09,7.888928095276084e-05,7.292063683494635e-05,1.2302265922160205e-08,2.7486382219223894e-12,7.35699162343699e-05,1.494249285045914e-09,2.4019372664141496e-07,2.413348833693109e-07,2.392999773952715e-07,2.393822766361268e-07,0.0,2.37263672851156e-07,6.4397363358797395e-09,3.3257006618773698e-09,14.639999999984866,43.20228958129883
2023-08-13 20:00:00,4.010438148878772e-09,1.0627604397706373e-09,8.74920976515305e-09,2.5015238707782865e-12,2.374350396479897e-07,3.3028845824491815e-06,2.3598874851393927e-07,2.7961725506359593e-07,3.331930861993833e-08,6.706408304536965e-09,7.896799610581665e-05,7.295098630978665e-05,1.1470154073270908e-08,2.375852822783961e-12,7.360466647054756e-05,1.1490431381268325e-08,2.3907829645584773e-07,2.4135665802861763e-07,2.3741606912937277e-07,2.3927871532271903e-07,0.0,2.3514868492387072e-07,6.8520139408302275e-09,1.8307826287809927e-09,26.020000000018623,43.646480560302734
2023-08-13 21:00:00,3.617096153115105e-09,7.382783093477072e-10,8.85261131046842e-09,2.3549763988605842e-12,2.3641424671512332e-07,3.3031987267478003e-06,2.351783914401943e-07,2.7634761542031383e-07,2.2215877500773875e-08,5.431418968541148e-09,7.901536086817428e-05,7.296743580810797e-05,1.0931845205177853e-08,2.303156144825789e-12,7.36252483217277e-05,1.3647799915663897e-08,2.3804651641392052e-07,2.413380080777708e-07,2.3640320476715867e-07,2.3960920244623557e-07,0.0,2.341210749503388e-07,6.0444444168225545e-09,9.444756531153685e-10,4.949999999982538,45.99354553222656
2023-08-13 22:00:00,3.2823461476095233e-09,6.54288761009977e-10,9.808267628668386e-09,2.4510623244072613e-12,2.356713584408707e-07,3.3031987267478003e-06,2.3464725839647149e-07,2.739737090503898e-07,1.6661284214603262e-08,4.65954921229646e-09,7.902187808961995e-05,7.295108339802327e-05,1.0878190505297466e-08,2.459652841377249e-12,7.360945921369583e-05,1.3619348275575115e-09,2.374950240437931e-07,2.413634675232634e-07,2.356366444192987e-07,2.390531276425314e-07,0.0,2.3337090548118608e-07,5.3530721316962035e-09,5.57730491162174e-10,0.150000000023283,71.67779541015625
2023-08-13 23:00:00,2.7598756474077976e-09,1.5621057468263766e-09,1.0992069361940661e-08,2.613896143602262e-12,2.3487391544655005e-07,3.3031987267478003e-06,2.3463983286216637e-07,2.7197859429396825e-07,1.332721781150398e-08,4.2228422864999345e-09,7.904700508155607e-05,7.295282643770522e-05,1.0965873332397587e-08,2.6123424753299368e-12,7.361378876545989e-05,2.2916192428423277e-09,2.3658242270836954e-07,2.4136418204885534e-07,2.3487801330192454e-07,2.375917652443378e-07,0.0,2.327559308119663e-07,4.671971197021721e-09,1.9787834390597464e-09,0.0,76.1446762084961
2023-08-14 00:00:00,1.870763544725983e-09,2.1898360022910723e-09,1.3373008127463626e-08,2.8779652551658845e-12,2.337268293960447e-07,3.3031987267478003e-06,2.335282979806144e-07,2.700087845526484e-07,1.11044530512974e-08,4.162806456012894e-09,7.910247162597451e-05,7.298364049711249e-05,1.1236846342212323e-08,2.874904635001542e-12,7.364874135380029e-05,1.120935680584504e-09,2.3515803784293664e-07,2.4135612338208476e-07,2.337183901862064e-07,2.3734861293899157e-07,0.0,2.3171878449386404e-07,3.777120978519545e-09,3.1973537934237957e-09,0.0,75.44122314453125
2023-08-14 01:00:00,3.5502017530924254e-10,2.3551523935006174e-09,1.1660349246032492e-08,2.2676656146798314e-12,2.3233727604104663e-07,0.0,2.323094342680039e-07,2.545245450389146e-07,0.0,2.7244256631177872e-09,7.914870781499384e-05,7.301021753311094e-05,1.1005687183507619e-08,2.270771619187285e-12,7.368035393580194e-05,2.0776047870133743e-10,2.3382304982102573e-07,2.332507567677455e-07,2.3236696625071854e-07,2.362960165308667e-07,0.0,2.3028012365419848e-07,1.2197284821293806e-09,3.1350460259313775e-09,0.0,75.12653350830078
2023-08-14 02:00:00,6.624124251611675e-10,2.1868317900879126e-09,1.3761867929382941e-08,2.552701470327248e-12,2.317854341296245e-07,0.0,2.3180128954377222e-07,2.536138833488612e-07,0.0,2.599139296404589e-09,7.914746038440233e-05,7.299792134025805e-05,1.139353276601965e-08,2.5743984496016333e-12,7.36677454955171e-05,4.395401206766378e-09,2.3334449589249873e-07,2.332411905578439e-07,2.317854341296245e-07,2.3634826848745943e-07,0.0,2.2959166485993388e-07,1.4503043927973625e-09,3.028708498407835e-09,0.0,75.36418151855469
2023-08-14 03:00:00,1.3294813533872482e-09,1.7663777949977454e-09,1.5808576501998728e-08,2.8428322629778366e-12,2.3139246964903984e-07,0.0,2.313912178545192e-07,2.532704509319296e-07,0.0,2.568337676913585e-09,7.916681141100457e-05,7.300491198100023e-05,1.1669812250489112e-08,2.843910071146636e-12,7.367522908690198e-05,6.107935870268375e-09,2.3296075815127864e-07,2.3322620139823896e-07,2.3138877112784265e-07,2.3696046065917475e-07,0.0,2.293250126142355e-07,2.283627027080971e-09,2.5674985725431446e-09,0.0,75.36418151855469
2023-08-14 04:00:00,1.1438203937127092e-09,1.4848063942986664e-09,1.782737885624868e-08,3.0863858950637034e-12,2.3081949787283519e-07,0.0,2.308181905067287e-07,2.5292555856955354e-07,0.0,2.264172198812812e-09,7.917697983417943e-05,7.300161627301228e-05,1.1621126352373332e-08,3.0797481711636424e-12,7.367412901742798e-05,2.0683926017046387e-08,2.325111926152212e-07,2.3322620139823896e-07,2.3081949787283519e-07,2.3737205076348843e-07,0.0,2.2881890978501777e-07,2.054726960658027e-09,2.2737875749333478e-09,0.0,75.36418151855469
2023-08-14 05:00:00,6.897728700398647e-10,1.2401648998647337e-09,2.0231115486005705e-08,3.3428954247684436e-12,2.3027008251301314e-07,0.0,2.3031478898899628e-07,2.5276946901681444e-07,0.0,1.805222587001938e-09,7.920897589502013e-05,7.302051771520479e-05,1.1632799289098394e-08,3.2801868471433097e-12,7.369383983287916e-05,2.4842555572055993e-08,2.3222134271159997e-07,2.3322620139823896e-07,2.3028094361740502e-07,2.375006262429051e-07,0.0,2.2826378873538637e-07,1.1353979607381593e-09,1.8851878986869525e-09,0.0,75.36418151855469
2023-08-14 06:00:00,7.372258823023113e-10,1.111676334845053e-09,2.2028984774257544e-08,3.697529640814802e-12,2.3048113291911888e-07,1.418582405063469e-06,2.3046001953053946e-07,2.522712141215593e-07,1.4500506135787125e-09,1.7553346399864685e-09,7.924806715743497e-05,7.305265479788805e-05,1.1596228516399695e-08,3.4783998089594053e-12,7.372685084403307e-05,1.3750574511314324e-08,2.3184390453394508e-07,2.3322620139823896e-07,2.2998688838251637e-07,2.3832682052735932e-07,0.0,2.2911618403530995e-07,1.011465912340948e-09,1.6739202778837103e-09,0.0,75.36418151855469
2023-08-14 07:00:00,6.347239792909195e-10,1.0103451528747918e-09,1.9727435671732396e-08,3.7842304890705714e-12,2.3215047580260263e-07,2.818085692112304e-06,2.3217330182944447e-07,2.493426232480536e-07,1.1244674442423435e-07,1.9927148029982747e-09,7.925580220994554e-05,7.308120644438379e-05,1.149922048545351e-08,3.709266045102348e-12,7.375573531035784e-05,3.186621206060349e-09,2.3154827642502353e-07,2.321369090035697e-07,2.3072836266640816e-07,2.386676908818823e-07,0.0,2.334725172837956e-07,9.109293359771523e-10,1.4104669620758793e-09,0.0199999999895226,81.15139770507812
2023-08-14 08:00:00,5.506376798090905e-10,1.4182885859126785e-09,1.8181660767686148e-08,3.915121604241159e-12,2.3365390685134978e-07,5.636171384224608e-06,2.336473994309792e-07,2.5225137947620835e-07,1.9092674846173345e-07,2.048775738881033e-09,7.923167117252077e-05,7.30982534371455e-05,1.1483351425748e-08,3.852179251006785e-12,7.376916339315396e-05,1.0215935716469406e-09,2.3257760159121856e-07,2.3364870855960002e-07,2.3072836266640816e-07,2.383243867994106e-07,0.0,2.3883384796543127e-07,6.627787969531739e-10,1.6259949191891726e-09,1.0799999999871943,612.8819580078125
2023-08-14 09:00:00,1.0021547883835281e-09,1.465562840668897e-09,1.623997474553168e-08,3.895423743957431e-12,2.3505320103838962e-07,8.45425707633691e-06,2.3434730039838993e-07,2.5538018729013763e-07,2.68403120546473e-07,2.3943946081498415e-09,7.920669706999581e-05,7.311244748878138e-05,1.160972304041359e-08,3.823519176321155e-12,7.378035663000866e-05,5.610046070115952e-10,2.3380425649490218e-07,2.3507953314555503e-07,2.3072836266640816e-07,2.3747819599018257e-07,0.0,2.4377120812680904e-07,1.1037797578252916e-09,1.6548283540771654e-09,8.920000000012806,561.170166015625
2023-08-14 10:00:00,1.6133133213753309e-09,1.7559147217397551e-09,1.4394037638417476e-08,3.846315806192406e-12,2.3651234370478323e-07,1.1272342768449215e-05,2.3526945292223223e-07,2.5882606692054156e-07,3.4052910258523954e-07,3.3838477958353472e-09,7.918048960860164e-05,7.312184787870307e-05,1.1688162349134676e-08,3.76166262373131e-12,7.378583221424351e-05,4.181343901203452e-10,2.349613810672083e-07,2.3650065296112915e-07,2.3072836266640816e-07,2.3721813063439432e-07,0.0,2.477289257642732e-07,1.7828200808186354e-09,1.9888732795032418e-09,39.070000000006985,519.8484497070312
2023-08-14 11:00:00,2.1109221856317324e-09,2.272634216052415e-09,1.2746730010279575e-08,3.742814344264684e-12,2.3778228904231186e-07,1.4090428460561519e-05,2.3623945114083598e-07,2.621415130176471e-07,4.040881665156717e-07,4.051184621372948e-09,7.912886911013666e-05,7.310195085988764e-05,1.1574242185558288e-08,3.639733989710273e-12,7.376315477304772e-05,1.9798684122677974e-09,2.3598693978720013e-07,2.377495512711083e-07,2.3072836266640816e-07,2.378080597493695e-07,0.0,2.501552902224677e-07,2.35595524678346e-09,2.566783877536948e-09,80.09999999997672,425.91949462890625
2023-08-14 12:00:00,2.4990797803052874e-09,2.2636774838613557e-09,1.0933829511678876e-08,3.5023041206997946e-12,2.38875848396469e-07,1.690851415267382e-05,2.37118640865102e-07,2.651422632012474e-07,4.566459977153016e-07,4.443472716067825e-09,7.906845381259695e-05,7.306987916581369e-05,1.171413943133915e-08,3.3914238469443947e-12,7.372862913752766e-05,8.103874257604713e-09,2.3695110074497872e-07,2.3887181636982506e-07,2.3072836266640816e-07,2.378966891715227e-07,0.0,2.5180685005179404e-07,2.798142052710973e-09,2.6533104445059743e-09,112.8400000000256,464.3838195800781
2023-08-14 13:00:00,2.9756176150002605e-09,1.8816579968528785e-09,9.362209204545427e-09,3.21095175742841e-12,2.3983367039035066e-07,2.818085692112304e-06,2.3797802400181942e-07,2.8409740281017024e-07,7.343025357402822e-07,4.6341456644489176e-09,7.89954247303786e-05,7.302198822358282e-05,1.2008328814045296e-08,3.1018435428744886e-12,7.367752081612415e-05,1.1017272113754668e-08,2.3795729473978171e-07,2.3986395042235446e-07,2.3893099051697695e-07,2.371934658124841e-07,0.0,2.5276878221997523e-07,3.2888244837445316e-09,2.297011674235634e-09,127.95999999999184,408.308837890625
2023-08-14 14:00:00,3.1061042855966733e-09,1.9337927059864747e-09,8.187892423458806e-09,2.9631945872119782e-12,2.4058450994241145e-07,5.636171384224608e-06,2.3851525241243313e-07,2.8510459349672925e-07,7.184037040397263e-07,4.685171823944829e-09,7.893659763466081e-05,7.298227746975899e-05,1.1752906659086298e-08,2.854914722029442e-12,7.36347280924113e-05,1.4425540844553834e-08,2.387044329347975e-07,2.4058252236027185e-07,2.3893099051697695e-07,2.3661688006276503e-07,0.0,2.5221396318868425e-07,3.4569398948918345e-09,2.3611918623489235e-09,131.04000000000815,440.9559326171875
2023-08-14 15:00:00,3.430819598018328e-09,2.1430126502916887e-09,7.202959367068399e-09,2.722454517824422e-12,2.410480858980453e-07,8.45425707633691e-06,2.3898829622058597e-07,2.857281914410286e-07,6.866186723911373e-07,4.991874424716092e-09,7.888323742922795e-05,7.29420027015174e-05,1.1288403467119947e-08,2.6171924061169116e-12,7.359319973662729e-05,6.779605006102934e-08,2.3933062267830837e-07,2.410850017206256e-07,2.389187629333612e-07,2.371533472451711e-07,0.0,2.5046079846877134e-07,3.849405217606654e-09,2.58137711501579e-09,126.30999999999769,232.00173950195312
2023-08-14 16:00:00,3.9016189179961225e-09,2.227649507714931e-09,6.973259664814276e-09,2.6012957537415166e-12,2.410501236605908e-07,1.1272342768449215e-05,2.3896939202728806e-07,2.866563627377944e-07,6.345021457196879e-07,5.114471053538717e-09,7.885654937815596e-05,7.291894946857262e-05,1.1120973952178812e-08,2.5072061781918056e-12,7.356941569149408e-05,1.178399350613156e-08,2.395428718172355e-07,2.4118183691856883e-07,2.389419866917148e-07,2.387587469933908e-07,0.0,2.4698403720477766e-07,4.384463455944716e-09,2.7213816861801257e-09,121.59999999997672,210.62649536132812
2023-08-14 17:00:00,4.130667963683622e-09,1.8761626220569864e-09,6.76572349111167e-09,2.512339376492576e-12,2.4084066814617975e-07,1.4090428460561519e-05,2.388057061678533e-07,2.855720436175511e-07,5.816361943593304e-07,5.072012582266303e-09,7.885063835610828e-05,7.291194864848928e-05,1.1040838589443886e-08,2.4190474630371016e-12,7.356216186602781e-05,2.1487449454218103e-08,2.396210030828912e-07,2.4118486977778755e-07,2.389624070866597e-07,2.3851018488990104e-07,0.0,2.4410776242217384e-07,4.755884884231767e-09,2.3460992906978074e-09,73.27000000001863,117.75456237792967
2023-08-14 18:00:00,3.912255964273843e-09,1.1187449111693095e-09,7.1075724668013394e-09,2.5066613422838227e-12,2.4015424780777704e-07,1.690851415267382e-05,2.3821727568146904e-07,2.845035850431259e-07,5.1958002932202e-07,4.859154712580618e-09,7.886681548373128e-05,7.291680340220635e-05,1.1379621376599024e-08,2.362839297167267e-12,7.356705739724207e-05,7.14026623967428e-08,2.3949492822419513e-07,2.4118486977778755e-07,2.389381376963974e-07,2.3784008647563215e-07,0.0,2.401970177205297e-07,4.882019043724633e-09,1.5017089547444229e-09,86.5,216.56863403320312
2023-08-14 19:00:00,3.1678612922320472e-09,2.8637383107139955e-10,8.000970668689545e-09,2.387122276981168e-12,2.3788971179054417e-07,2.818085692112304e-06,2.3634084792381313e-07,2.836310208898648e-07,4.908119710904441e-08,3.6005166036060815e-09,7.892953442191041e-05,7.293297015281085e-05,1.1723518622245413e-08,2.2216873929641763e-12,7.358590327833395e-05,7.827523978942008e-08,2.3900587412495783e-07,2.400103977559363e-07,2.3788971179054417e-07,2.3804605202038744e-07,0.0,2.3564347480403884e-07,4.733930884812775e-09,4.861033295794719e-10,60.16000000000349,201.995849609375
2023-08-14 20:00:00,3.3406656294931624e-09,6.342740981550042e-10,7.911219170308953e-09,2.188379212542997e-12,2.3699512023517753e-07,3.271780843957158e-06,2.3561638231325663e-07,2.880562086525279e-07,2.4792434321820173e-08,4.585370043123197e-09,7.901903459237593e-05,7.297603782545298e-05,1.1846744306739222e-08,2.1246597966988145e-12,7.363237278864714e-05,7.711998842126886e-08,2.381559570379445e-07,2.400103977559363e-07,2.3697927180861029e-07,2.385257595445094e-07,0.0,2.3498616667223465e-07,5.436342802846984e-09,7.730964610679028e-10,28.880000000004657,162.56427001953125
2023-08-14 21:00:00,3.480908133196136e-09,1.1108388809128226e-09,8.928890656159153e-09,2.234238503263488e-12,2.3572897069411415e-07,3.271741588479645e-06,2.3466368447167295e-07,2.847826951907699e-07,1.6531848390817908e-08,6.2456868712475225e-09,7.908039342106276e-05,7.300811139531531e-05,1.1726473221200822e-08,2.210649225382301e-12,7.366755618838491e-05,2.9777968632083004e-08,2.370523851920038e-07,2.4003154829599144e-07,2.3572897069411415e-07,2.389375203112408e-07,0.0,2.3386828153771184e-07,6.079615531787594e-09,1.4594671786919931e-09,5.970000000001164,67.01429748535156
2023-08-14 22:00:00,3.491544790451821e-09,7.48788302161054e-10,1.0704279878262482e-08,2.4572502842647343e-12,2.34563103561308e-07,3.271741588479645e-06,2.3425187687206076e-07,2.7926750611592444e-07,1.2393658724425234e-08,5.503788024454785e-09,7.908880411912663e-05,7.299409977141465e-05,1.151059454125106e-08,2.481259496134031e-12,7.365592220288296e-05,5.2771636606273216e-08,2.3621732138773428e-07,2.4003154829599144e-07,2.3456018333497036e-07,2.3839001825931196e-07,0.0,2.3245108773212056e-07,6.152958585457863e-09,9.507429660364596e-10,0.0899999999965075,91.28256225585938
